reading_id,machine_id,timestamp,temperature,vibration,pressure,runtime_hours,energy_consumption,operating_load
R00000296,M0001,2024-03-14T18:00:00,93.41,5.87,136.13,9232.71,66.41,0.571
R00000297,M0001,2024-03-15T00:00:00,99.35,6.172,149.15,9238.46,72.42,0.958
R00000298,M0001,2024-03-15T06:00:00,100.83,6.398,150.11,9244.37,71.71,0.985
R00000299,M0001,2024-03-15T12:00:00,95.93,6.556,149.18,9247.98,70.19,0.601
R00000300,M0001,2024-03-15T18:00:00,94.56,6.07,143.81,9252.9,64.72,0.82
R00000301,M0001,2024-03-16T00:00:00,99.61,6.378,153.62,9258.53,69.83,0.939
R00000302,M0001,2024-03-16T06:00:00,99.44,6.298,148.39,9263.56,72.25,0.837
R00000303,M0001,2024-03-16T12:00:00,98.04,6.239,159.06,9268.56,69.56,0.834
R00000304,M0001,2024-03-16T18:00:00,92.83,6.271,154.77,9273.83,67.27,0.878
R00000305,M0001,2024-03-17T00:00:00,97.68,5.942,153.47,9277.37,66.48,0.589
R00000306,M0001,2024-03-17T06:00:00,101.14,6.252,142.51,9282.3,69.43,0.823
R00000307,M0001,2024-03-17T12:00:00,95.59,6.577,152.89,9287.65,67.17,0.891
R00000308,M0001,2024-03-17T18:00:00,92.3,6.123,147.28,9292.19,67.52,0.757
R00000309,M0001,2024-03-18T00:00:00,99.98,6.092,143.17,9296.48,71.76,0.715
R00000310,M0001,2024-03-18T06:00:00,98.76,5.993,155.53,9301.42,71.46,0.823
R00000311,M0001,2024-03-18T12:00:00,97.34,5.88,141.28,9305.68,66.9,0.71
R00000312,M0001,2024-03-18T18:00:00,98.19,6.343,145.76,9310.49,68.21,0.801
R00000313,M0001,2024-03-19T00:00:00,97.6,6.184,147.74,9315.72,66.45,0.873
R00000314,M0001,2024-03-19T06:00:00,102.01,5.891,156.63,9319.89,67.84,0.695
R00000315,M0001,2024-03-19T12:00:00,102.71,6.316,136.44,9324.89,73.37,0.832
R00000316,M0001,2024-03-19T18:00:00,96.27,6.052,148.58,9329.14,64.88,0.709
R00000317,M0001,2024-03-20T00:00:00,99.41,6.257,143.17,9333.82,68.18,0.78
R00000318,M0001,2024-03-20T06:00:00,99.11,5.836,143.91,9337.68,66.77,0.643
R00000319,M0001,2024-03-20T12:00:00,97.9,6.16,156.77,9342.46,67.22,0.798
R00000320,M0001,2024-03-20T18:00:00,97.26,6.091,158.16,9347.58,69.15,0.853
R00000321,M0001,2024-03-21T00:00:00,99.01,6.195,144.67,9351.21,69.85,0.605
R00000322,M0001,2024-03-21T06:00:00,98.31,5.909,135.51,9355.56,67.04,0.724
R00000323,M0001,2024-03-21T12:00:00,97.12,6.481,141.94,9361.21,69.03,0.942
R00000324,M0001,2024-03-21T18:00:00,100.09,6.222,150.68,9365.77,69.34,0.76
R00000325,M0001,2024-03-22T00:00:00,98.64,6.255,140.45,9370.83,70.66,0.843
R00000326,M0001,2024-03-22T06:00:00,97.15,6.086,150.23,9376.41,62.4,0.93
R00000327,M0001,2024-03-22T12:00:00,94.26,5.964,150.62,9381.41,66.33,0.833
R00000328,M0001,2024-03-22T18:00:00,91.54,5.843,147.1,9385.46,64.68,0.675
R00000329,M0001,2024-03-23T00:00:00,93.05,6.073,153.49,9390.94,62.94,0.914
R00000330,M0001,2024-03-23T06:00:00,95.18,6.066,144.39,9395.86,66.64,0.82
R00000331,M0001,2024-03-23T12:00:00,93.22,6.489,144.32,9401.86,71.46,1.0
R00000332,M0001,2024-03-23T18:00:00,92.15,6.02,143.67,9406.36,64.79,0.749
R00000333,M0001,2024-03-24T00:00:00,97.74,6.379,151.73,9412.36,67.78,1.0
R00000334,M0001,2024-03-24T06:00:00,96.73,6.17,150.08,9415.98,65.77,0.605
R00000335,M0001,2024-03-24T12:00:00,95.44,6.042,146.03,9420.67,63.47,0.782
R00000336,M0001,2024-03-24T18:00:00,94.37,6.349,150.2,9425.55,67.82,0.813
R00000337,M0001,2024-03-25T00:00:00,96.21,6.229,142.19,9430.84,66.91,0.883
R00000338,M0001,2024-03-25T06:00:00,95.69,6.241,141.53,9436.23,71.59,0.898
R00000339,M0001,2024-03-25T12:00:00,96.08,6.331,150.59,9441.58,67.69,0.891
R00000340,M0001,2024-03-25T18:00:00,91.64,6.828,149.64,9446.27,65.72,0.782
R00000341,M0001,2024-03-26T00:00:00,92.83,6.488,145.57,9451.37,67.98,0.851
R00000342,M0001,2024-03-26T06:00:00,97.37,6.047,148.65,9456.88,68.25,0.917
R00000343,M0001,2024-03-26T12:00:00,93.16,6.387,146.75,9461.3,64.66,0.737
R00000344,M0001,2024-03-26T18:00:00,94.03,6.111,149.34,9465.76,65.67,0.743
R00000345,M0001,2024-03-27T00:00:00,93.52,6.061,151.86,9470.93,68.34,0.863
R00000346,M0001,2024-03-27T06:00:00,94.02,5.872,153.37,9475.09,61.5,0.692
R00000347,M0001,2024-03-27T12:00:00,92.1,6.167,146.53,9480.07,65.05,0.831
R00000348,M0001,2024-03-27T18:00:00,92.16,6.06,141.64,9484.52,66.96,0.741
R00000349,M0001,2024-03-28T00:00:00,96.16,6.526,149.47,9489.82,69.97,0.883
R00000350,M0001,2024-03-28T06:00:00,95.46,5.87,153.76,9493.93,70.13,0.687
R00000351,M0001,2024-03-28T12:00:00,97.5,6.094,149.93,9497.64,69.04,0.617
R00000352,M0001,2024-03-28T18:00:00,92.71,5.87,148.9,9501.78,65.44,0.69
R00000353,M0001,2024-03-29T00:00:00,95.12,6.084,152.89,9507.37,68.78,0.932
R00000354,M0001,2024-03-29T06:00:00,95.38,6.35,146.16,9512.65,66.59,0.88
R00000355,M0001,2024-03-29T12:00:00,96.4,6.043,153.8,9517.97,70.67,0.886
R00000356,M0001,2024-03-29T18:00:00,91.22,6.493,147.65,9522.93,66.4,0.827
R00000357,M0001,2024-03-30T00:00:00,92.55,6.404,149.78,9527.51,64.57,0.763
R00000358,M0001,2024-03-30T06:00:00,95.32,6.52,151.21,9533.51,71.98,1.0
R00000359,M0001,2024-03-30T12:00:00,95.28,6.571,145.15,9538.35,65.63,0.807
R00000360,M0001,2024-03-30T18:00:00,91.52,6.538,140.98,9541.9,64.04,0.592
R00000361,M0002,2024-01-01T00:00:00,91.07,5.728,178.05,2860.16,67.17,0.844
R00000362,M0002,2024-01-01T06:00:00,92.62,5.559,175.38,2864.95,64.07,0.8
R00000363,M0002,2024-01-01T12:00:00,88.72,5.498,174.19,2869.53,61.58,0.763
R00000364,M0002,2024-01-01T18:00:00,86.05,5.664,174.56,2873.9,60.16,0.727
R00000365,M0002,2024-01-02T00:00:00,89.85,5.943,179.43,2879.23,63.75,0.889
R00000366,M0002,2024-01-02T06:00:00,91.93,5.744,174.56,2883.76,62.21,0.755
R00000367,M0002,2024-01-02T12:00:00,89.81,6.089,175.31,2888.92,60.29,0.86
R00000368,M0002,2024-01-02T18:00:00,92.03,5.963,182.11,2893.96,63.44,0.839
R00000369,M0002,2024-01-03T00:00:00,89.63,5.539,170.81,2899.36,62.76,0.9
R00000370,M0002,2024-01-03T06:00:00,93.23,5.601,175.3,2903.71,62.03,0.726
R00000371,M0002,2024-01-03T12:00:00,88.85,5.657,179.04,2908.31,65.55,0.766
R00000372,M0002,2024-01-03T18:00:00,83.4,5.932,179.58,2912.61,60.45,0.717
R00000373,M0002,2024-01-04T00:00:00,92.65,5.757,174.27,2916.91,64.25,0.717
R00000374,M0002,2024-01-04T06:00:00,92.42,5.928,176.33,2921.63,66.94,0.785
R00000375,M0002,2024-01-04T12:00:00,89.03,5.747,174.75,2927.2,59.1,0.929
R00000376,M0002,2024-01-04T18:00:00,85.49,5.379,173.4,2930.59,60.8,0.566
R00000377,M0002,2024-01-05T00:00:00,89.25,5.55,177.6,2936.59,62.93,1.0
R00000378,M0002,2024-01-05T06:00:00,89.41,5.876,172.27,2941.41,68.41,0.803
R00000379,M0002,2024-01-05T12:00:00,92.04,5.396,174.69,2946.19,63.12,0.796
R00000380,M0002,2024-01-05T18:00:00,89.12,5.665,174.47,2951.07,62.41,0.813
R00000381,M0002,2024-01-06T00:00:00,91.26,6.081,175.7,2957.07,66.82,1.0
R00000382,M0002,2024-01-06T06:00:00,90.55,5.337,179.7,2961.0,63.38,0.655
R00000383,M0002,2024-01-06T12:00:00,92.24,6.071,175.83,2966.71,71.45,0.952
R00000384,M0002,2024-01-06T18:00:00,86.91,5.761,183.27,2971.19,64.33,0.747
R00000385,M0002,2024-01-07T00:00:00,92.23,5.591,182.02,2975.77,61.37,0.763
R00000386,M0002,2024-01-07T06:00:00,91.16,6.047,178.64,2980.39,64.46,0.771
R00000387,M0002,2024-01-07T12:00:00,94.77,5.569,173.89,2985.68,66.48,0.881
R00000388,M0002,2024-01-07T18:00:00,88.14,5.688,179.73,2991.13,64.6,0.909
R00000389,M0002,2024-01-08T00:00:00,86.99,5.725,174.57,2994.58,60.12,0.575
R00000390,M0002,2024-01-08T06:00:00,92.03,5.623,169.53,2999.27,62.91,0.781
R00000391,M0002,2024-01-08T12:00:00,90.31,5.604,170.41,3004.25,64.92,0.83
R00000392,M0002,2024-01-08T18:00:00,90.0,5.525,175.44,3009.77,62.59,0.92
R00000393,M0002,2024-01-09T00:00:00,92.41,5.415,171.4,3014.52,63.49,0.792
R00000394,M0002,2024-01-09T06:00:00,91.6,5.568,177.0,3019.46,66.47,0.822
R00000395,M0002,2024-01-09T12:00:00,92.86,5.832,172.66,3025.2,66.12,0.957
R00000396,M0002,2024-01-09T18:00:00,86.3,5.495,172.64,3029.7,60.48,0.75
R00000397,M0002,2024-01-10T00:00:00,92.12,5.422,183.95,3034.29,64.64,0.765
R00000398,M0002,2024-01-10T06:00:00,91.94,5.444,176.24,3038.9,68.62,0.768
R00000399,M0002,2024-01-10T12:00:00,91.26,5.378,168.13,3043.14,65.16,0.707
R00000400,M0002,2024-01-10T18:00:00,87.82,5.495,169.4,3048.78,60.83,0.939
R00000401,M0002,2024-01-11T00:00:00,90.15,5.86,176.63,3054.27,63.89,0.915
R00000402,M0002,2024-01-11T06:00:00,93.08,5.745,170.99,3058.76,65.5,0.748
R00000403,M0002,2024-01-11T12:00:00,93.0,5.698,179.26,3064.2,64.2,0.907
R00000404,M0002,2024-01-11T18:00:00,87.68,6.005,173.95,3070.2,68.86,1.0
R00000405,M0002,2024-01-12T00:00:00,88.94,5.615,178.33,3075.39,66.0,0.865
R00000406,M0002,2024-01-12T06:00:00,92.14,5.639,175.28,3080.14,62.1,0.792
R00000407,M0002,2024-01-12T12:00:00,90.22,5.734,180.27,3084.41,65.4,0.711
R00000408,M0002,2024-01-12T18:00:00,89.96,5.639,174.51,3089.39,62.36,0.832
R00000409,M0002,2024-01-13T00:00:00,90.12,5.335,176.35,3093.37,63.91,0.663
R00000410,M0002,2024-01-13T06:00:00,93.2,5.416,176.62,3098.33,63.5,0.827
R00000411,M0002,2024-01-13T12:00:00,91.67,5.647,175.36,3103.37,63.56,0.841
R00000412,M0002,2024-01-13T18:00:00,86.28,5.777,178.43,3107.83,63.47,0.742
R00000413,M0002,2024-01-14T00:00:00,91.09,6.601,175.58,3113.83,67.67,1.0
R00000414,M0002,2024-01-14T06:00:00,92.5,5.637,174.06,3118.36,68.51,0.756
R00000415,M0002,2024-01-14T12:00:00,90.91,5.719,176.64,3123.32,64.33,0.826
R00000416,M0002,2024-01-14T18:00:00,86.82,6.262,173.3,3127.72,60.34,0.733
R00000417,M0002,2024-01-15T00:00:00,89.8,5.51,176.33,3132.06,64.67,0.723
R00000418,M0002,2024-01-15T06:00:00,92.3,5.63,171.92,3136.43,62.62,0.729
R00000419,M0002,2024-01-15T12:00:00,91.4,5.516,177.51,3140.45,63.75,0.669
R00000420,M0002,2024-01-15T18:00:00,85.99,5.75,176.2,3145.76,64.21,0.885
R00000421,M0002,2024-01-16T00:00:00,88.86,5.938,172.47,3150.81,65.41,0.842
R00000422,M0002,2024-01-16T06:00:00,90.2,5.784,172.7,3156.07,63.93,0.876
R00000423,M0002,2024-01-16T12:00:00,87.07,5.548,173.97,3159.97,59.33,0.65
R00000424,M0002,2024-01-16T18:00:00,90.24,5.825,173.95,3164.69,66.47,0.787
R00000425,M0002,2024-01-17T00:00:00,89.08,5.75,173.31,3169.22,65.85,0.754
R00000426,M0002,2024-01-17T06:00:00,91.79,5.586,176.44,3174.3,66.98,0.847
R00000427,M0002,2024-01-17T12:00:00,90.05,5.353,177.03,3178.74,61.0,0.74
R00000428,M0002,2024-01-17T18:00:00,89.92,5.93,180.33,3184.21,69.69,0.912
R00000429,M0002,2024-01-18T00:00:00,93.34,5.498,169.41,3189.67,61.78,0.91
R00000430,M0002,2024-01-18T06:00:00,91.26,5.723,174.83,3194.64,66.06,0.828
R00000431,M0002,2024-01-18T12:00:00,88.67,5.781,169.48,3198.48,64.67,0.64
R00000432,M0002,2024-01-18T18:00:00,89.14,5.721,177.23,3202.96,65.38,0.747
R00000433,M0002,2024-01-19T00:00:00,91.51,5.577,174.81,3207.0,64.38,0.673
R00000434,M0002,2024-01-19T06:00:00,92.98,5.718,170.14,3212.12,67.44,0.853
R00000435,M0002,2024-01-19T12:00:00,92.38,5.412,169.66,3217.04,66.67,0.82
R00000436,M0002,2024-01-19T18:00:00,88.87,5.574,180.76,3221.6,61.31,0.759
R00000437,M0002,2024-01-20T00:00:00,90.29,5.733,175.8,3226.18,67.44,0.763
R00000438,M0002,2024-01-20T06:00:00,92.49,6.299,174.26,3230.65,65.26,0.746
R00000439,M0002,2024-01-20T12:00:00,91.65,5.422,173.45,3234.91,63.01,0.71
R00000440,M0002,2024-01-20T18:00:00,85.43,5.548,165.14,3238.45,59.2,0.589
R00000441,M0002,2024-01-21T00:00:00,93.03,5.614,172.37,3242.98,67.7,0.756
R00000442,M0002,2024-01-21T06:00:00,93.38,5.79,178.27,3247.3,64.38,0.719
R00000443,M0002,2024-01-21T12:00:00,89.32,5.387,172.05,3251.42,63.81,0.687
R00000444,M0002,2024-01-21T18:00:00,89.21,5.483,174.1,3255.83,62.09,0.736
R00000445,M0002,2024-01-22T00:00:00,91.34,6.115,178.54,3260.73,67.5,0.817
R00000446,M0002,2024-01-22T06:00:00,94.09,5.71,179.12,3266.73,64.68,1.0
R00000447,M0002,2024-01-22T12:00:00,89.18,5.568,173.79,3271.24,63.52,0.751
R00000448,M0002,2024-01-22T18:00:00,90.64,5.532,173.25,3276.76,67.01,0.92
R00000449,M0002,2024-01-23T00:00:00,88.05,5.558,176.15,3282.07,65.05,0.885
R00000450,M0002,2024-01-23T06:00:00,93.14,5.665,175.88,3287.47,64.4,0.9
R00000451,M0002,2024-01-23T12:00:00,90.18,5.369,167.44,3292.1,62.56,0.771
R00000452,M0002,2024-01-23T18:00:00,88.07,5.471,176.74,3296.93,60.6,0.806
R00000453,M0002,2024-01-24T00:00:00,88.73,5.504,179.82,3300.66,63.92,0.621
R00000454,M0002,2024-01-24T06:00:00,90.83,5.341,174.22,3304.49,64.09,0.638
R00000455,M0002,2024-01-24T12:00:00,89.87,5.446,177.17,3308.68,61.35,0.699
R00000456,M0002,2024-01-24T18:00:00,83.7,5.567,172.54,3313.26,58.85,0.762
R00000457,M0002,2024-01-25T00:00:00,90.32,6.185,175.8,3318.17,63.21,0.818
R00000458,M0002,2024-01-25T06:00:00,90.22,5.433,174.19,3323.29,64.58,0.853
R00000459,M0002,2024-01-25T12:00:00,89.95,5.929,169.34,3328.17,63.29,0.814
R00000460,M0002,2024-01-25T18:00:00,87.47,5.598,173.77,3332.96,60.78,0.799
R00000461,M0002,2024-01-26T00:00:00,90.53,5.469,181.73,3337.58,62.31,0.769
R00000462,M0002,2024-01-26T06:00:00,92.79,5.382,172.87,3342.33,61.37,0.792
R00000463,M0002,2024-01-26T12:00:00,88.18,5.939,171.37,3346.79,61.24,0.744
R00000464,M0002,2024-01-26T18:00:00,89.89,5.748,174.36,3351.98,60.52,0.864
R00000465,M0002,2024-01-27T00:00:00,90.69,5.625,171.7,3356.45,66.15,0.746
R00000466,M0002,2024-01-27T06:00:00,89.07,5.495,179.86,3360.25,63.5,0.633
R00000467,M0002,2024-01-27T12:00:00,86.55,6.084,175.3,3365.03,62.53,0.796
R00000468,M0002,2024-01-27T18:00:00,87.95,5.323,177.46,3369.1,62.2,0.678
R00000469,M0002,2024-01-28T00:00:00,91.07,5.528,179.97,3374.71,62.82,0.935
R00000470,M0002,2024-01-28T06:00:00,93.85,5.673,178.44,3380.71,70.57,1.0
R00000471,M0002,2024-01-28T12:00:00,88.06,5.941,174.24,3386.03,64.34,0.887
R00000472,M0002,2024-01-28T18:00:00,88.63,5.495,174.09,3389.98,61.82,0.659
R00000473,M0002,2024-01-29T00:00:00,94.78,5.556,176.68,3395.98,66.02,1.0
R00000474,M0002,2024-01-29T06:00:00,92.22,5.625,179.53,3401.51,64.33,0.922
R00000475,M0002,2024-01-29T12:00:00,87.6,5.623,182.18,3406.29,64.41,0.796
R00000476,M0002,2024-01-29T18:00:00,87.96,5.591,172.54,3412.05,63.33,0.961
R00000477,M0002,2024-01-30T00:00:00,90.95,5.942,170.52,3417.36,62.42,0.885
R00000478,M0002,2024-01-30T06:00:00,95.92,5.9,168.07,3422.49,70.16,0.854
R00000479,M0002,2024-01-30T12:00:00,88.25,5.569,179.83,3427.91,64.76,0.903
R00000480,M0002,2024-01-30T18:00:00,88.76,6.013,172.84,3431.84,65.77,0.656
R00000481,M0002,2024-01-31T00:00:00,89.47,5.693,178.56,3436.65,66.59,0.802
R00000482,M0002,2024-01-31T06:00:00,94.48,5.713,176.62,3442.03,66.63,0.896
R00000483,M0002,2024-01-31T12:00:00,88.11,5.693,173.56,3446.68,63.63,0.774
R00000484,M0002,2024-01-31T18:00:00,89.31,5.858,180.21,3452.43,64.36,0.958
R00000485,M0002,2024-02-01T00:00:00,90.26,5.895,177.78,3457.62,62.35,0.865
R00000486,M0002,2024-02-01T06:00:00,95.01,5.458,176.68,3462.53,66.96,0.818
R00000487,M0002,2024-02-01T12:00:00,90.55,5.777,171.55,3466.64,66.12,0.686
R00000488,M0002,2024-02-01T18:00:00,88.21,5.568,174.93,3471.68,63.29,0.839
R00000489,M0002,2024-02-02T00:00:00,89.47,5.452,174.23,3476.91,60.42,0.872
R00000490,M0002,2024-02-02T06:00:00,94.22,5.434,169.0,3481.1,61.61,0.699
R00000491,M0002,2024-02-02T12:00:00,92.9,5.435,179.71,3485.83,65.48,0.788
R00000492,M0002,2024-02-02T18:00:00,86.52,5.75,173.98,3490.94,64.76,0.852
R00000493,M0002,2024-02-03T00:00:00,90.12,5.432,173.54,3495.2,64.03,0.71
R00000494,M0002,2024-02-03T06:00:00,90.85,5.918,178.59,3499.83,63.06,0.771
R00000495,M0002,2024-02-03T12:00:00,89.39,5.845,179.27,3505.0,60.8,0.863
R00000496,M0002,2024-02-03T18:00:00,88.64,5.536,177.21,3510.41,64.92,0.902
R00000497,M0002,2024-02-04T00:00:00,91.03,5.347,169.34,3514.67,63.05,0.709
R00000498,M0002,2024-02-04T06:00:00,95.8,5.753,171.53,3520.38,68.38,0.952
R00000499,M0002,2024-02-04T12:00:00,92.06,5.73,176.97,3525.74,65.29,0.894
R00000500,M0002,2024-02-04T18:00:00,84.92,5.445,175.01,3530.14,62.3,0.733
R00000501,M0002,2024-02-05T00:00:00,90.6,5.981,173.96,3534.06,63.95,0.653
R00000502,M0002,2024-02-05T06:00:00,95.75,5.765,175.88,3539.06,65.08,0.834
R00000503,M0002,2024-02-05T12:00:00,89.89,5.803,181.2,3543.5,64.84,0.74
R00000504,M0002,2024-02-05T18:00:00,92.52,5.497,172.34,3548.05,60.82,0.759
R00000505,M0002,2024-02-06T00:00:00,92.8,6.349,170.79,3553.77,70.23,0.954
R00000506,M0002,2024-02-06T06:00:00,93.52,5.963,180.48,3558.62,67.7,0.808
R00000507,M0002,2024-02-06T12:00:00,91.38,5.644,172.6,3563.39,63.55,0.796
R00000508,M0002,2024-02-06T18:00:00,88.85,5.634,170.54,3566.97,63.17,0.596
R00000509,M0002,2024-02-07T00:00:00,90.71,5.576,171.25,3571.6,66.2,0.771
R00000510,M0002,2024-02-07T06:00:00,95.51,5.391,171.26,3576.35,68.36,0.793
R00000511,M0002,2024-02-07T12:00:00,91.93,5.852,172.91,3581.57,65.22,0.869
R00000512,M0002,2024-02-07T18:00:00,86.21,5.457,179.77,3586.26,62.44,0.781
R00000513,M0002,2024-02-08T00:00:00,86.85,5.844,173.31,3590.17,60.9,0.652
R00000514,M0002,2024-02-08T06:00:00,89.43,5.854,173.11,3594.79,66.82,0.77
R00000515,M0002,2024-02-08T12:00:00,92.77,5.474,178.13,3599.62,66.36,0.806
R00000516,M0002,2024-02-08T18:00:00,89.48,5.516,182.67,3604.83,61.95,0.869
R00000517,M0002,2024-02-09T00:00:00,90.34,5.521,173.21,3609.64,64.54,0.8
R00000518,M0002,2024-02-09T06:00:00,89.32,5.368,170.51,3614.32,59.44,0.781
R00000519,M0002,2024-02-09T12:00:00,91.22,5.576,177.12,3619.21,60.37,0.815
R00000520,M0002,2024-02-09T18:00:00,91.04,5.627,175.96,3623.12,62.17,0.65
R00000521,M0002,2024-02-10T00:00:00,89.28,5.584,175.43,3627.97,62.65,0.809
R00000522,M0002,2024-02-10T06:00:00,91.93,5.712,175.54,3632.08,69.83,0.684
R00000523,M0002,2024-02-10T12:00:00,92.35,5.529,168.66,3637.77,62.7,0.949
R00000524,M0002,2024-02-10T18:00:00,87.94,5.738,175.34,3643.41,61.74,0.941
R00000525,M0002,2024-02-11T00:00:00,89.48,5.584,170.94,3647.4,61.32,0.665
R00000526,M0002,2024-02-11T06:00:00,92.03,5.488,177.57,3652.55,64.52,0.857
R00000527,M0002,2024-02-11T12:00:00,90.94,5.589,174.04,3657.16,64.27,0.769
R00000528,M0002,2024-02-11T18:00:00,86.57,5.58,175.84,3661.45,62.93,0.714
R00000529,M0002,2024-02-12T00:00:00,90.56,5.648,178.64,3666.43,66.27,0.831
R00000530,M0002,2024-02-12T06:00:00,94.41,5.451,177.15,3671.17,66.0,0.789
R00000531,M0002,2024-02-12T12:00:00,89.21,5.647,185.87,3676.13,62.98,0.827
R00000532,M0002,2024-02-12T18:00:00,87.79,5.557,180.77,3680.98,61.5,0.808
R00000533,M0002,2024-02-13T00:00:00,87.32,5.603,167.93,3685.46,63.83,0.748
R00000534,M0002,2024-02-13T06:00:00,92.59,6.123,179.86,3691.46,65.38,1.0
R00000535,M0002,2024-02-13T12:00:00,90.62,5.715,175.31,3697.12,66.65,0.943
R00000536,M0002,2024-02-13T18:00:00,87.53,5.43,169.81,3701.77,63.24,0.775
R00000537,M0002,2024-02-14T00:00:00,88.47,5.489,174.42,3705.39,63.3,0.603
R00000538,M0002,2024-02-14T06:00:00,94.06,5.698,176.48,3710.15,67.67,0.793
R00000539,M0002,2024-02-14T12:00:00,90.02,5.916,177.1,3715.45,66.02,0.883
R00000540,M0002,2024-02-14T18:00:00,87.58,5.793,177.55,3720.96,63.66,0.92
R00000541,M0002,2024-02-15T00:00:00,89.81,5.862,169.59,3724.52,66.07,0.593
R00000542,M0002,2024-02-15T06:00:00,91.14,5.655,176.6,3730.52,69.2,1.0
R00000543,M0002,2024-02-15T12:00:00,89.2,5.879,172.98,3734.99,65.29,0.746
R00000544,M0002,2024-02-15T18:00:00,87.33,5.831,169.53,3738.82,64.12,0.638
R00000545,M0002,2024-02-16T00:00:00,89.74,5.638,173.96,3743.59,64.44,0.795
R00000546,M0002,2024-02-16T06:00:00,88.24,5.758,176.31,3749.04,63.76,0.908
R00000547,M0002,2024-02-16T12:00:00,91.01,5.522,173.19,3754.1,63.87,0.844
R00000548,M0002,2024-02-16T18:00:00,87.96,5.503,176.55,3759.66,66.76,0.926
R00000549,M0002,2024-02-17T00:00:00,91.76,5.785,174.33,3764.26,64.34,0.767
R00000550,M0002,2024-02-17T06:00:00,91.48,5.65,175.43,3768.84,64.9,0.764
R00000551,M0002,2024-02-17T12:00:00,87.98,6.031,173.17,3772.9,61.56,0.676
R00000552,M0002,2024-02-17T18:00:00,89.85,5.708,175.57,3778.65,64.13,0.957
R00000553,M0002,2024-02-18T00:00:00,87.86,5.396,175.82,3783.33,66.41,0.781
R00000554,M0002,2024-02-18T06:00:00,88.19,5.42,185.33,3788.19,64.66,0.809
R00000555,M0002,2024-02-18T12:00:00,90.82,5.568,168.98,3792.46,62.99,0.711
R00000556,M0002,2024-02-18T18:00:00,85.38,5.79,174.96,3797.32,61.48,0.81
R00000557,M0002,2024-02-19T00:00:00,88.48,5.665,170.69,3802.38,67.03,0.843
R00000558,M0002,2024-02-19T06:00:00,89.21,5.375,179.65,3806.04,62.86,0.611
R00000559,M0002,2024-02-19T12:00:00,90.68,5.789,173.47,3811.22,62.27,0.862
R00000560,M0002,2024-02-19T18:00:00,88.42,5.661,174.93,3815.17,59.89,0.659
R00000561,M0002,2024-02-20T00:00:00,89.66,5.898,176.33,3820.17,67.03,0.833
R00000562,M0002,2024-02-20T06:00:00,91.75,5.657,172.6,3824.47,63.75,0.717
R00000563,M0002,2024-02-20T12:00:00,87.8,5.811,165.31,3828.79,60.72,0.72
R00000564,M0002,2024-02-20T18:00:00,86.17,5.914,182.2,3834.0,61.85,0.869
R00000565,M0002,2024-02-21T00:00:00,91.6,5.64,169.34,3839.02,64.31,0.835
R00000566,M0002,2024-02-21T06:00:00,95.29,5.796,169.43,3842.75,63.38,0.622
R00000567,M0002,2024-02-21T12:00:00,91.7,6.096,171.72,3846.56,61.89,0.635
R00000568,M0002,2024-02-21T18:00:00,86.74,5.294,170.4,3849.88,61.2,0.554
R00000569,M0002,2024-02-22T00:00:00,91.1,5.525,171.0,3854.94,65.82,0.843
R00000570,M0002,2024-02-22T06:00:00,93.63,5.658,169.45,3859.75,62.5,0.801
R00000571,M0002,2024-02-22T12:00:00,88.06,5.578,175.51,3864.05,64.92,0.717
R00000572,M0002,2024-02-22T18:00:00,89.1,5.835,176.97,3869.12,64.29,0.844
R00000573,M0002,2024-02-23T00:00:00,91.4,5.617,172.96,3874.89,66.79,0.963
R00000574,M0002,2024-02-23T06:00:00,92.77,5.947,168.44,3880.51,66.23,0.936
R00000575,M0002,2024-02-23T12:00:00,89.05,6.211,174.55,3885.28,63.7,0.796
R00000576,M0002,2024-02-23T18:00:00,85.12,5.648,178.6,3890.1,60.61,0.803
R00000577,M0002,2024-02-24T00:00:00,92.03,5.776,176.08,3894.35,63.64,0.709
R00000578,M0002,2024-02-24T06:00:00,90.6,5.707,170.66,3899.0,62.89,0.774
R00000579,M0002,2024-02-24T12:00:00,87.03,5.366,174.82,3903.11,65.21,0.686
R00000580,M0002,2024-02-24T18:00:00,88.61,5.431,173.29,3907.47,64.19,0.726
R00000581,M0002,2024-02-25T00:00:00,91.34,5.538,174.16,3912.78,61.88,0.885
R00000582,M0002,2024-02-25T06:00:00,90.57,5.702,175.8,3917.05,66.37,0.711
R00000583,M0002,2024-02-25T12:00:00,90.24,5.662,172.88,3921.25,62.14,0.7
R00000584,M0002,2024-02-25T18:00:00,87.72,5.787,174.44,3926.45,62.23,0.866
R00000585,M0002,2024-02-26T00:00:00,89.98,5.583,174.78,3930.42,67.85,0.662
R00000586,M0002,2024-02-26T06:00:00,92.45,5.803,177.93,3936.17,64.3,0.957
R00000587,M0002,2024-02-26T12:00:00,91.63,5.944,178.61,3941.74,69.44,0.928
R00000588,M0002,2024-02-26T18:00:00,88.42,6.48,178.96,3946.65,64.22,0.819
R00000589,M0002,2024-02-27T00:00:00,90.65,6.25,169.15,3951.45,62.08,0.801
R00000590,M0002,2024-02-27T06:00:00,89.93,6.455,176.79,3955.67,64.55,0.702
R00000591,M0002,2024-02-27T12:00:00,88.35,6.673,177.6,3960.6,66.47,0.822
